pageid,ns,title,references
740626,0,Alfredo Cristiani,"['http://www.diariocolatino.com/es/20090113/portada/62567/', 'http://elpais.com/diario/2011/05/31/espana/1306792814_850215.html', 'http://www.ipsnews.net/2009/11/el-salvador-declassified-docs-shed-light-on-jesuits-murders/', 'https://citywireamericas.com/news/presidents-millionaires-and-shakira-the-latam-personalities-named-in-the-pandora-papers-leak/a1564175', 'https://elfaro.net/es/202110/el_salvador/25765/Cristiani-abri%C3%B3-16-empresas-en-para%C3%ADsos-fiscales-tras-salir-de-Casa-Presidencial.htm']"
787936,0,John Dalli,"['http://www.timesofmalta.com/articles/view/20121023/local/Commission-and-Dalli-trade-blows-over-his-resignation-.442225', 'http://club.bruxelles2.eu/2015/05/affaire-dalli-rejet-de-la-plainte-de-lancien-commissaire/', 'http://www.bruxelles2.eu/2012/10/25/laffaire-dalli-tourne-au-vinaigre-certitudes-et-troubles/', 'http://europa.eu/rapid/press-release_MEMO-12-788_en.htm?locale=FR', 'http://curia.europa.eu/juris/document/document.jsf;jsessionid=9ea7d0f130d5b553a0ab076a4c70b8dad7e37aed0642.e34KaxiLc3eQc40LaxqMbN4Oc34Le0?text=&docid=164253&pageIndex=0&doclang=fr&mode=lst&dir=&occ=first&part=1&cid=706803', 'http://ec.europa.eu/avservices/2010/mediaGallery.cfm?&gallery=yes&sitelang=fr#3799', 'http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32001L0037:FR:NOT', 'http://www.europarl.europa.eu/sides/getDoc.do?pubRef=-//EP//TEXT+WQ+E-2012-006842+0+DOC+XML+V0//EN&language=FR', 'http://www.neurope.eu/article/timeline-john-dalli-olaf-investigation', 'http://www.lequotidiendumedecin.fr/actualite/ethique/le-commissaire-europeen-john-dalli-demissionne-sur-fond-d-affaire-avec-l-industrie', 'http://www.liberation.fr/economie/2012/10/16/l-olaf-rattrape-le-commissaire-john-dalli-par-la-peau-du-snus_853768', 'http://www.europolitique.info/dalli-d-nonce-un-pi-ge-art344210.html', 'http://www.independent.com.mt/news.asp?newsitemid=97743', 'https://timesofmalta.com/articles/view/pandora-papers-john-dalli-owned-secret-offshore-company-while-mp.905155', 'https://www.challenges.fr/economie/20121019.CHA2196/corrompre-un-commissaire-europeen-ca-coute-combien.html', 'https://www.wikidata.org/wiki/Q518375?uselang=fr#P102', 'https://www.wikidata.org/wiki/Q518375?uselang=fr#P106', 'https://www.wikidata.org/wiki/Q518375?uselang=fr#P19', 'https://www.wikidata.org/wiki/Q518375?uselang=fr#P27', 'https://www.wikidata.org/wiki/Q518375?uselang=fr#P569', 'https://commons.wikimedia.org/wiki/Category:John_Dalli?uselang=fr']"
8918937,0,Ángel Di María,"['http://speedendurance.com/2015/07/01/angel-di-maria-40m-speed-test-with-and-without-a-ball/', 'http://fotbal.idnes.cz/databanka.aspx?t=hrac&id=3009834', 'http://www.kicker.de/46222/vereinsspieler_profil.html', 'http://www.footballdatabase.eu/', 'http://www.eurosport.fr/football/ligue-1/2015-2016/psg-caen-6-0-ca-ne-le-consolera-pas-mais-paris-s-est-quand-meme-bien-amuse_sto5446284/story.shtml', 'http://www.eurosport.fr/football/pour-les-argentins-le-meilleur-c-est-di-maria-pas-messi_sto4517769/story.shtml', 'http://www.leballonrond.fr/player.php?id=37283', 'http://www.leparisien.fr/sports/football/psg/di-maria-veut-finir-sa-carriere-europeenne-au-psg-30-09-2018-7907262.php', 'http://www.psg.fr/fr/Equipe-Pro/300002/Fiche-Joueur/3766/Angel-Di-Maria?competitions=20', 'http://www.footmercato.net/match/m2146777_malmo-ff-psg', 'https://www.bdfa.com.ar/jugador.asp?codigo=42994', 'https://www.lematin.ch/story/guardiola-ancelotti-et-di-maria-eclabousses-par-les-pandora-papers-210419063588', 'https://resultados.as.com/resultados/ficha/deportista/di_maria/17825', 'https://www.bdfutbol.com/en/j/j8569.html', 'https://www.culturepsg.com/', 'https://www.culturepsg.com/news/club/di-maria-elu-joueur-etranger-de-l-annee-par-france-football/30066', 'https://global.espn.com/football/player/_/id/108223', 'https://fbref.com/fr/joueurs/19cda00b/', 'https://www.foot01.com/equipe/paris/psg-cavani-blesse-tuchel-lache-les-premieres-infos,309845', 'https://www.goalzz.com/main.aspx?player=33047', 'https://www.national-football-teams.com/player/24743.html', 'https://olympics.com/fr/athletes/angel-di-maria', 'https://www.soccerbase.com/players/player.sd?player_id=47612', 'https://fr.soccerway.com/players/angel-di-maria/16579', 'https://www.sofoot.com/angel-di-maria.html', 'https://www.sofoot.com/di-maria-coeur-de-lynx-462182.html', 'https://fr.uefa.com/uefachampionsleague/clubs/players/1905153', 'https://www.munzinger.de/search/go/document.jsp?id=01000007993', 'https://www.footballdatabase.eu/fr/joueur/details/21136', 'https://sport24.lefigaro.fr/football/transferts/actualites/di-maria-le-joueur-qui-manquait-au-psg-763496', 'https://www.lemonde.fr/football/article/2015/08/06/football-angel-di-maria-signe-pour-quatre-ans-au-psg_4714423_1616938.html', 'https://www.lemonde.fr/ligue-des-champions/article/2016/04/12/manchester-city-psg-l-exploit-passera-par-angel-di-maria_4900533_1616944.html', 'https://www.lemonde.fr/sport/article/2020/01/11/au-psg-maintenant-meme-les-4-fantastiques-defendent_6025505_3242.html', 'https://www.lequipe.fr/Football/Actualites/Blesse-angel-di-maria-est-remplace-par-hatem-ben-arfa/751039', 'https://www.lequipe.fr/Football/Actualites/Di-maria-a-mu-c-est-signe/493673', 'https://www.lequipe.fr/Football/Actualites/Di-maria-elu-meilleur-joueur-de-decembre/625741', 'https://www.lequipe.fr/Football/Actualites/Le-psg-bat-lille-et-s-offre-deja-le-double/655131', 'https://www.lequipe.fr/Football/Actualites/Ligue-1-angel-di-maria-a-prolonge-pour-deux-saisons-avec-le-psg/945478', 'https://www.lequipe.fr/Football/Actualites/Psg-officiel-angel-di-maria-prolonge-jusqu-en-2021/954803', 'https://www.lequipe.fr/Football/FootballFicheJoueur27703.html', 'https://www.lfp.fr/ligue1/article/psg-di-maria-blesse-a-son-tour.htm', 'https://www.mondefootball.fr/fiche_du_joueur/angel-di-maria', 'https://madeinfoot.ouest-france.fr/', 'https://madeinfoot.ouest-france.fr/infos/article-psg-angel-di-maria-devient-le-meilleur-passeur-de-l-histoire-du-club-344541.html', 'https://www.psg.fr/equipes/equipe-premiere/effectif/%C3%A1ngel-di-maria', 'https://www.rtl.fr/sport/football/psg-neymar-de-nouveau-blesse-au-pied-droit-ce-que-dit-la-medecine-7796328107', 'https://www.transfermarkt.fr/transfermarkt/profil/spieler/45320', 'https://www.footmercato.net/', 'https://www.footmercato.net/a6756450392179848101-psg-angel-di-maria-meilleur-passeur-de-lhistoire-du-club', 'https://www.foradejogo.net/player.php?player=198802140001&language=2', 'https://www.worldfootball.net/', 'https://www.worldfootball.net/assists/champions-league-2019-2020/', 'https://www.olympedia.org/athletes/111389', 'https://www.wikidata.org/wiki/Q251683?uselang=fr#identifiers', 'https://commons.wikimedia.org/wiki/Category:%C3%81ngel_Di_Mar%C3%ADa?uselang=fr', 'https://www.worldcat.org/issn/1018-3736&lang=fr', 'https://www.worldcat.org/issn/1950-6244&lang=fr']"
37966185,0,Hassan Diab,"['http://www.idref.fr/095146148', 'http://id.loc.gov/authorities/n2004016170', 'http://d-nb.info/gnd/173835074', 'http://viaf.org/viaf/33845527', 'http://www.worldcat.org/identities/lccn-n2004-016170', 'http://nukat.edu.pl/aut/n%202006002341', 'https://libnanews.com/apres-13-mois-un-gouvernement-enfin-forme-au-liban/', 'https://libnanews.com/hassan-diab-obtient-la-majorite-des-votes-des-parlementaires-libanais/', 'https://libnanews.com/qui-est-hassan-diab-le-nouveau-premier-ministre-libanais/', 'https://www.lorientlejour.com/article/1203296/hassane-diab-promet-de-repondre-aux-revendications-des-manifestants.html', 'https://www.lorientlejour.com/article/1219608/les-etats-unis-envisagent-des-sanctions-contre-des-personnalites-alliees-au-hezbollah-et-soutenant-le-gouvernement.html', 'https://information.tv5monde.com/info/liban-le-premier-ministre-designe-moustapha-adib-renonce-former-un-nouveau-gouvernement-376741', 'https://information.tv5monde.com/info/liban-le-premier-ministre-najib-mikati-annonce-la-composition-du-nouveau-gouvernement-423875', 'https://www.challenges.fr/monde/liban-le-premier-ministre-par-interim-menace-de-cesser-ses-fonctions_754296', 'https://www.franceinter.fr/economie/pandora-papers-cinq-ans-apres-les-panama-papers-l-evasion-fiscale-se-porte-bien', 'https://www.lefigaro.fr/international/a-beyrouth-des-milliers-de-libanais-en-colere-protestent-contre-le-systeme-20200808', 'https://www.lefigaro.fr/international/liban-le-premier-ministre-annonce-la-demission-de-son-gouvernement-20200810', 'https://www.lemonde.fr/international/article/2020/10/09/liban-l-ex-premier-ministre-saad-hariri-candidat-pour-former-un-gouvernement_6055344_3210.html', 'https://www.lemonde.fr/international/article/2021/07/16/au-liban-saad-hariri-jette-l-eponge_6088420_3210.html', 'https://www.lemonde.fr/international/article/2021/07/27/au-liban-le-magnat-des-telecoms-najib-mikati-designe-premier-ministre_6089656_3210.html', 'https://www.lepoint.fr/monde/liban-hariri-choisi-premier-ministre-promet-un-gouvernement-d-experts-22-10-2020-2397612_24.php#', 'https://www.monde-diplomatique.fr/mav/174/A/62511', 'https://www.rfi.fr/fr/moyen-orient/20200121-liban-gouvernement-hassan-diab', 'https://www.rfi.fr/fr/moyen-orient/20210306-liban-le-constat-d-impuissance-de-hassane-diab-dans-un-pays-en-pleine-d%C3%A9liquescence', 'https://www.wikidata.org/wiki/Q5679624?uselang=fr#identifiers', 'https://www.worldcat.org/identities/lccn-n2004016170']"
64687721,0,Jorge Arganis Díaz Leal,"['https://congresodeetica.com.co/conferencistas/', 'https://www.infobae.com/america/mexico/2020/07/23/quien-es-jorge-arganis-diaz-leal-el-nuevo-secretario-de-comunicaciones-y-transportes-de-mexico/', 'https://www.elfinanciero.com.mx/empresas/amlo-confirma-salida-de-jimenez-espriu-de-la-sct-y-nombra-a-jorge-diaz-leal', 'https://www.eluniversal.com.mx/cartera/quien-es-jorge-arganis-diaz-leal-nuevo-titular-de-la-sct?amp', 'https://www.eluniversal.com.mx/nacion/pandora-papers-amlo-defiende-al-titular-de-la-sct-jorge-arganis', 'https://commons.wikimedia.org/wiki/Category:Jorge_Arganis_D%C3%ADaz_Leal?uselang=fr']"
10124535,0,Aco Đukanović,
498265,0,Milo Đukanović,"['http://m.letemps.ch/Page/Uuid/2bce245a-0d0c-11e0-8878-76b803449127/Le_premier_ministre_Milo_Djukanovic_a_d%C3%A9missionn%C3%A9', 'http://www.mtsmondo.com/news/vesti/story.php?vest=21651', 'http://aut.nkp.cz/xx0046776', 'http://www.rfi.fr/contenu/montenegro-le-premier-ministre-milo-djukanovic-demissionne', 'http://www1.rfi.fr/actufr/articles/048/article_7806.asp', 'http://id.loc.gov/authorities/no98123697', 'http://balkans.courriers.info/article10562.html', 'http://balkans.courriers.info/article15290.html', 'http://balkans.courriers.info/article16309.html', 'http://balkans.courriers.info/article18049.html', 'http://balkans.courriers.info/article18111.html', 'http://balkans.courriers.info/article7504.html', 'http://d-nb.info/gnd/121239926', 'http://www.vlada.me/', 'http://www.b92.net/info/vesti/index.php?yyyy=2006&mm=06&dd=20&nav_id=201967&nav_category=167', 'http://isni.org/isni/0000000114947340', 'http://viaf.org/viaf/85595328', 'http://www.worldcat.org/identities/lccn-no98-123697', 'http://mak.bn.org.pl/cgi-bin/KHW/makwww.exe?BM=01&IM=05&TX=&NU=01&WI=A37593900', 'http://news.bbc.co.uk/2/hi/europe/5402382.stm', 'http://www.dan.cg.yu/?nivo=3&rubrika=Povodi&datum=2006-01-28&clanak=45422', 'https://www.courrierinternational.com/article/2012/11/08/milo-djukanovic-l-inusable-seigneur-du-montenegro', 'https://www.dw.com/en/montenegros-fractious-opposition-takes-to-the-streets/a-18854198', 'https://www.nouvelobs.com/economie/20211004.OBS49439/tony-blair-shakira-dsk-le-roi-de-jordanie-abdallah-ii-qui-est-implique-dans-les-pandora-papers.html', 'https://francais.rt.com/international/90326-montenegro-tensions-violences-lors-intronisation-chef-eglise-orthodoxe-serbe', 'https://www.courrierdesbalkans.fr/montenegro-milo-%C4%90ukanovic-vingtieme-dirigeant-le-plus-riche-du-monde', 'https://www.lemonde.fr/europe/article/2016/10/27/montenegro-le-vrai-faux-depart-de-djukanovic_5021172_3214.html', 'https://www.lemonde.fr/europe/article/2018/04/15/montenegro-milo-djukanovic-revient-au-pouvoir-en-gagnant-la-presidentielle_5285856_3214.html', 'https://www.monde-diplomatique.fr/2021/02/DESCAMPS/62753', 'https://www.occrp.org/personoftheyear/2015/index.html', 'https://www.wikidata.org/wiki/Q200305?uselang=fr#identifiers', 'https://commons.wikimedia.org/wiki/Category:Milo_%C4%90ukanovi%C4%87?uselang=fr', 'https://www.worldcat.org/identities/lccn-no98123697']"
48561538,0,Jaime Durán Barba,
35984069,0,Konstantin Ernst,"['http://www.bbc.com/russian/russia/2011/11/111114_kursk_london_voloshin.shtml', 'http://www.bbc.com/russian/russia/2014/02/140210_sochi_zemfira_ernst', 'http://information.tv5monde.com/en-continu/trotski-heros-rock-d-une-serie-televisee-russe-198145', 'http://id.loc.gov/authorities/no2006094750', 'http://isni.org/isni/0000000043629934', 'http://utronews.org/culture/ernst_skomandoval_fas_rBqf_2017/', 'http://viaf.org/viaf/36677533', 'http://www.worldcat.org/identities/lccn-no2006-094750', 'http://www.1tv.ru/shows/kollekciya-pervogo-kanala/shou/matador', 'http://www.aif.ru/dossier/1422', 'http://www.kinometro.ru/sp/show/name/kinoexpo_2017_cinema_tv_digital_2324', 'http://www.newizv.ru/politics/2004-06-25/7594-obognavshij-vremja-so-skorostju-eha.html', 'http://rg.ru/2009/10/22/kinchev.html', 'http://www.vesti.ru/doc.html?id=783110&cid=7', 'https://www.rts.ch/info/culture/cinema/9012519-trotski-heros-rock-n-roll-d-une-serie-televisee-russe.html', 'https://www.lecourrierderussie.com/societe/gens/2013/04/assassinat-vladislav-listyev/', 'https://ura.news/news/1052297969', 'https://www.icij.org/investigations/pandora-papers/vladimir-putin-konstantin-ernst-russia-tv-offshore/', 'https://www.wikidata.org/wiki/Q4532584?uselang=fr#P101', 'https://www.wikidata.org/wiki/Q4532584?uselang=fr#P106', 'https://www.wikidata.org/wiki/Q4532584?uselang=fr#P166', 'https://www.wikidata.org/wiki/Q4532584?uselang=fr#P19', 'https://www.wikidata.org/wiki/Q4532584?uselang=fr#P27', 'https://www.wikidata.org/wiki/Q4532584?uselang=fr#P569', 'https://www.wikidata.org/wiki/Q4532584?uselang=fr#P69', 'https://www.wikidata.org/wiki/Q4532584?uselang=fr#identifiers', 'https://www.worldcat.org/identities/lccn-no2006094750', 'https://www.1tv.ru/about/team/konstantin-ernst', 'https://www.gazeta.ru/culture/2016/12/22/a_10442981.shtml', 'https://www.gazeta.ru/social/2017/09/13/10887074.shtml', 'https://instyle.ru/stars-news/konstantin-ernst-i-sofia-zaika-pozhienilis.html', 'https://www.kp.ru/daily/26577.7/3592275/', 'https://lenta.ru/articles/2010/09/25/first/', 'https://www.novayagazeta.ru/articles/2016/02/10/67384-s-chem-prishel-konstantin-ernst-k-svoemu-55-letiyu', 'https://afisha.rambler.ru/other/38007712-k-godovschine-tragedii-rodnye-i-druzya-o-sergee-bodrove/', 'https://www.sports.ru/football/1055353888.html', 'https://www.tatler.ru/nashi_lyudi/reytingi_25/327295_vistupili_duetom_novie_svetskie_pari.php#p=327306;']"
392360,0,Francisco Flores Pérez,"['http://www.idref.fr/07896136X', 'http://id.loc.gov/authorities/no2001039377', 'http://risal.collectifs.net/spip.php?page=imprimer&id_article=1485', 'http://isni.org/isni/0000000041850635', 'http://viaf.org/viaf/63658272', 'http://www.worldcat.org/identities/lccn-no2001-039377', 'https://www.bbc.com/news/world-latin-america-27176765', 'https://elpais.com/pandora-papers/2021-10-03/los-mas-poderosos-de-america-latina-y-sus-vinculaciones-con-negocios-offshore-en-los-papeles-de-pandora.html', 'https://www.elsalvadore%C3%B1o.com/politica/alfredo-cristiani-y-francisco-flores-senalados-en-la-lista-pandora-papers/', 'https://www.lemonde.fr/ameriques/article/2016/01/31/l-ancien-president-du-salvador-francisco-flores-est-decede_4856712_3222.html', 'https://journaldemonaco.gouv.mc/Journaux/2001/Journal-7506/Ordonnance-Souveraine-n-14.956-du-20-juillet-2001-portant-elevation-dans-l-Ordre-de-Grimaldi', 'https://www.wikidata.org/wiki/Q381002?uselang=fr#identifiers', 'https://commons.wikimedia.org/wiki/Category:Francisco_Flores?uselang=fr', 'https://www.worldcat.org/identities/lccn-no2001039377']"
1723582,0,Guy Forget,"['http://www.auslaenderstimmrecht.ch/jyvis-jyvote/pionniers-aujourdhui.php', 'http://www.itftennis.com/abouttheitf/news/newsarticle.asp?articleid=22685', 'http://www.itftennis.com/procircuit/players/player/profile.aspx?PlayerID=10000470', 'http://www.wimbledon.com/en_GB/draws_archive/player_profile/278da45b-29ac-4cf1-ad07-267fa9077ef3.html', 'http://www.fft.fr/actualites/fil-d-infos/guy-forget-directeur-du-bnppm', 'http://www.fft.fr/actualites/fil-d-infos/nathalie-dechy-et-guy-forget-rejoignent-la-direction-du-tournoi-de-roland-gar', 'http://www.idref.fr/144601796', 'http://www.lefigaro.fr/flash-actu/2016/02/26/97001-20160226FILWWW00125-tennis-guy-forget-nouveau-directeur-du-tournoi-de-roland-garros.php', 'http://viaf.org/viaf/209133796', 'https://www.atptour.com/en/players/-/F035/overview', 'https://www.daviscup.com/en/players/player.aspx?id=800177718', 'https://www.itftennis.com/en/players/guy-forget/800177718/fra', 'https://olympics.com/fr/athletes/guy-forget', 'https://www.munzinger.de/search/go/document.jsp?id=01000003251', 'https://www.franceinter.fr/info/pandora-papers-sur-les-traces-du-patron-de-roland-garros-guy-forget-aux-iles-vierges-britanniques', 'https://www.olympedia.org/athletes/17', 'https://www.wikidata.org/wiki/Q560175?uselang=fr#identifiers', 'https://commons.wikimedia.org/wiki/Category:Guy_Forget?uselang=fr', 'https://www.worldcat.org/identities/viaf-209133796']"
2213967,0,David Furnish,"['http://nla.gov.au/anbd.aut-an36337021', 'http://musicians.allaboutjazz.com/musician.php?id=17745', 'http://www.allmusic.com/artist/elton-john-mn0000796734/biography', 'http://news.aufeminin.com/elton-john-un-deuxieme-enfant-pour-noel-actu5406.html', 'http://www.billboard.com/bbcom/specials/hot100/charts/top100-artists-20.shtml', 'http://www.biography.com/people/elton-john-9355335', 'http://www.eltonjohn.com/', 'http://www.eltonjohn.com', 'http://www.eltonjohnitaly.com/lonely-articolo.html', 'http://books.google.com/books?id=SEn3UmMo8r4C', 'http://www.hollywoodreporter.com/news/imam-calls-elton-john-devils-642452', 'http://www.politifact.com/personalities/elton-john/', 'http://www.sf-encyclopedia.com/entry/john_elton', 'http://www.songkick.com/artists/371163', 'http://aut.nkp.cz/jn20000700824', 'http://www.deutsche-biographie.de/11880054X.html', 'http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX1151760', 'http://www.allocine.fr/personne/fichepersonne_gen_cpersonne=2632.html', 'http://catalogue.bnf.fr/ark:/12148/cb13608247r', 'http://data.bnf.fr/ark:/12148/cb13608247r', 'http://culturebox.francetvinfo.fr/musique/pop/souffrant-elton-john-annule-ses-concerts-aux-vieilles-charrues-et-a-carcassonne-139161', 'http://www.idref.fr/027429350', 'http://www.telerama.fr/musiques/the-diving-board,103311.phphttp://www.lefigaro.fr/musique/2013/09/16/03006-20130916ARTFIG00169-elton-john-revient-a-la-source-de-sa-musique.php', 'http://www.telerama.fr/musiques/the-diving-board,103311.php', 'http://www.trendymen.fr/sciences/sida-elton-john-et-bill-gates-luttent-contre-la-pandemie-de-vih-5059.php', 'http://www.voici.fr/news-people/actu-people/lady-gaga-marraine-des-deux-fils-d-elton-john-490192', 'http://id.loc.gov/authorities/n80017866', 'http://katalog.nsk.hr/F/?func=direct&doc_number=000048036&local_base=nsk10', 'http://uli.nli.org.il/F/?func=direct&doc_number=001798871&local_base=nlx10', 'http://d-nb.info/gnd/11880054X', 'http://discografia.dds.it/scheda_artista.php?ida=112', 'http://ci.nii.ac.jp/author/DA08681149?l=en', 'http://id.ndl.go.jp/auth/ndlna/00514115', 'http://data.bibliotheken.nl/id/thes/p072174498', 'http://data.carnegiehall.org/names/58297', 'http://www.isfdb.org/cgi-bin/ea.cgi?134686', 'http://isni.org/isni/0000000109201181', 'http://awardsdatabase.oscars.org/Search/GetResults?query=%7B%22NomineeId%22:1487,%22IsHyperlinkQuery%22:true,%22Sort%22:%221-Nominee-Alpha%22,%22Search%22:%22Basic%22%7D', 'http://viaf.org/viaf/84034533', 'http://www.worldcat.org/identities/lccn-n80-017866', 'http://nukat.edu.pl/aut/n%20%2000022868', 'http://mak.bn.org.pl/cgi-bin/KHW/makwww.exe?BM=01&IM=05&TX=&NU=01&WI=A27859381', 'http://libris.kb.se/auth/211760', 'http://news.bbc.co.uk/2/hi/special_report/for_christmas/_new_year/new_year_honours/43509.stm', 'http://www.london-gazette.co.uk/issues/45571/pages/403', 'https://www.enciclopedia.cat/EC-GEC-0034723.xml', 'https://www.allmovie.com/artist/p35719', 'https://www.allmusic.com/artist/mn0000796734', 'https://www.billboard.com/music/elton-john', 'https://www.britannica.com/biography/Elton-John', 'https://www.discogs.com/Elton-John-France-Gall-Les-Aveux/master/86252', 'https://www.discogs.com/artist/57103', 'https://www.eltonjohn.com/elton-john', 'https://www.ibdb.com/broadway-cast-staff/69369', 'https://rateyourmusic.com/artist/elton-john', 'https://www.rockhall.com/inductees/elton-john', 'https://www.rollingstone.com/music/lists/the-25-boldest-career-moves-in-rock-history-20110318/elton-john-comes-out-of-the-closet-20110323', 'https://www.rollingstone.com/t/elton-john/', 'https://www.shazam.com/artist/3647', 'https://www.sofoot.com/elton-john-president-156746.html', 'https://www.songfacts.com/songs/elton-john', 'https://soundcloud.com/elton-john', 'https://www.thoughtco.com/top-pop-artists-of-all-time-3248396', 'https://ultimateclassicrock.com/elton-john-diving-board/', 'https://www.youtube.com/watch?v=IxR4AweLeXE', 'https://www.youtube.com/watch?v=VHjxxMJLaQ4&t=2m42s', 'https://brockhaus.de/ecs/enzy/article/john-elton', 'https://www.munzinger.de/search/go/document.jsp?id=00000017621', 'https://www.munzinger.de/search/go/document.jsp?id=02000000097', 'https://www.last.fm/music/Elton+John', 'https://www.20minutes.fr/arts-stars/culture/2542975-20190618-rosette-man-elton-john-decore-legion-honneur-emmanuel-macron-vendredi', 'https://www.20minutes.fr/arts-stars/culture/3125695-20210916-elton-john-reporte-an-demi-concerts-paris-car-doit-faire-operer', ""https://books.google.fr/books?id=DX84DwAAQBAJ&pg=PT269&dq=%22deux+personnalit%C3%A9s+qui+ont+marqu%C3%A9+le+jeune+homme,+l'un+pour+sa+beaut%C3%A9,+l'autre+pour+sa+sexualit%C3%A9+assum%C3%A9e%22"", 'https://www.huffingtonpost.fr/2012/07/25/elton-john-david-furnish-enfants-mere-porteuse-second-deuxieme-enfant_n_1701329.html', 'https://www.huffingtonpost.fr/2014/12/21/elton-john-poste-des-photos-de-son-mariage-avec-david-furnish-su/', 'https://www.ladepeche.fr/2019/06/21/emmanuel-macron-remet-la-legion-dhonneur-a-elton-john,8270684.php', 'https://www.ladepeche.fr/article/2017/11/07/2680034-elton-john-honore-harvard-engagement-lutte-contre-vih.html.', 'https://www.larousse.fr/encyclopedie/personnage/wd/155344', 'https://www.lefigaro.fr/musique/elton-john-chantera-pour-la-planete-le-25-septembre-a-paris-20210908', 'https://www.lexpress.fr/styles/vip/elton-john-a-epouse-david-furnish_1634859.html', 'https://next.liberation.fr/musique/2010/12/28/elton-john-devient-papa-a-noel_703410', 'https://www.nostalgie.fr/artistes/elton-john/actus/france-gall-et-elton-john-l-histoire-d-une-rencontre-exceptionnelle-70209628', 'https://www.ouest-france.fr/sante/sida/elton-john-et-emmanuel-macron-appellent-lutter-contre-le-sida-6410252', 'https://www.ouest-france.fr/vieilles-charrues-patrick-bruel-pour-toutes-les-generations-450682', 'https://www.universalis.fr/encyclopedie/elton-john/', 'https://proleksis.lzmk.hr/29179', 'https://www.vle.lt/Straipsnis/elton-john', 'https://www.lesarchivesduspectacle.net/?IDX_Personne=81687', 'https://vgmdb.net/artist/19465', 'https://www.muziekweb.nl/Link/M00000030038/', 'https://authority.bibsys.no/authority/rest/authorities/html/98006514', 'https://snl.no/Elton_John', 'https://web.archive.org/web/20130226005314/http://img827.imageshack.us/img827/4387/guinness2009.pdf', 'https://www.britishmuseum.org/collection/term/BIOG205105', 'https://www.moma.org/artists/68687', 'https://musicbrainz.org/artist/b83bc61f-8451-4a5d-8b8e-7e9ed295e822', 'https://www.songhall.org/profile/Elton_John', 'https://www.wikidata.org/wiki/Q2808?uselang=fr#identifiers', 'https://commons.wikimedia.org/wiki/Category:Elton_John?uselang=fr', 'https://tools.wmflabs.org/wikidata-externalid-url/?p=345&url_prefix=https://www.imdb.com/&id=nm0005056', 'https://www.ne.se/uppslagsverk/encyklopedi/l%C3%A5ng/elton-john', 'https://www.npg.org.uk/collections/search/person/mp05456']"
22254526,0,Rex Gatchalian,"['http://cnnphilippines.com/metro/2015/05/15/Kentex-blaze-3rd-worst-fire-incident-in-Philippines---BFP.html', 'http://www.msn.com/en-ph/news/national/valenzuela-mayor-6-others-ordered-dismissed-over-kentex-blaze/ar-BBqnHr3?li=AAb280R', 'http://www.philstar.com/headlines/2015/05/17/1455707/kentex-welder-gets-death-threats', 'http://www.manilatimes.net/city-fire-chief-gets-fired/183630/', 'https://www.bbc.com/news/world-asia-32716996', 'https://en.wikipedia.org/wiki/Kentex_slipper_factory_fire?action=history', 'https://en.wikipedia.org/wiki/Kentex_slipper_factory_fire?oldid=766414434']"
162749,0,César Gaviria,"['http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX1164667', 'http://catalogue.bnf.fr/ark:/12148/cb15007183b', 'http://data.bnf.fr/ark:/12148/cb15007183b', 'http://www.idref.fr/05943807X', 'http://id.loc.gov/authorities/n85027598', 'http://d-nb.info/gnd/122455363', 'http://data.bibliotheken.nl/id/thes/p199929165', 'http://www.clubofrome.org/members/members.php?membership=Honorary', 'http://isni.org/isni/0000000110259276', 'http://www.medelu.org/Pourquoi-le-Venezuela-a-expedie-un-bras-d-honneur-a-l-OEA', 'http://www.medelu.org/Qui-a-trahi-le-camp-de-la-paix-en#nh11', 'http://viaf.org/viaf/44578294', 'http://www.worldcat.org/identities/lccn-n85-027598', 'http://nukat.edu.pl/aut/n%202006118789', 'https://colombiareports.com/pandora-papers-reveal-offshore-activities-of-colombias-ex-presidents/', 'https://www.monde-diplomatique.fr/1993/01/PROLONGEAU/44929', 'https://www.monde-diplomatique.fr/2003/04/CALVO_OSPINA/10081', 'https://www.franceameriquelatine.org/pourquoi-les-colombiens-ont-rejete-la-paix/', 'https://www.wikidata.org/wiki/Q332020?uselang=fr#identifiers', 'https://commons.wikimedia.org/wiki/Category:C%C3%A9sar_Gaviria?uselang=fr', 'https://www.worldcat.org/identities/lccn-n85027598']"
23070233,0,Jaime Gilinski Bacal,
30367091,0,Isaac Gilinski Sragowicz,
